Transcript	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
XM_078032540.1;XM_078032546.1;XM_078032547.1	Midn	133.75254733192673	-5.375662099214845	0.6352943211889382	-8.461687630316641	2.6353563263393402e-17	1.8241936490920913e-13
XM_005339448.5	Rasd1	201.04163553754896	-4.915232576217327	0.5965417449206042	-8.239545041179829	1.7286672525770972e-16	5.982917361169334e-13
XM_021728400.3	Cyp1a2	156.9628619090563	-5.6154253636275975	0.6941307198274326	-8.089867229941422	5.972980463703373e-16	1.3781656923251583e-12
XM_005338380.4	Rab11fip1	118.20790774064274	-5.071963595773813	0.6400703597555973	-7.924071968760555	2.298564753586092e-15	3.977666306080732e-12
XM_021728471.3	Slc37a4	111.78204463054897	-5.466219252743658	0.709771616787565	-7.701377631136947	1.3460704180925572e-14	1.8634998868073363e-11
XM_005329915.5	Ahcy	111.56817648951282	-4.874254765974125	0.6352555891317792	-7.672903394106142	1.681461307703197e-14	1.939845861986922e-11
XM_078025929.1	Zc3h12a	88.51484174595413	-5.203458829926696	0.6978722452362647	-7.456176779411917	8.906922230303536e-14	8.807673668308725e-11
XM_005328140.5	Hexim2	73.22609251389781	-5.572748451992757	0.7584526454199539	-7.3475232575754745	2.0191317224855412e-13	1.5529366425605462e-10
XR_013435788.1	LOC144375928	69.5315406639596	-5.127344493704813	0.6965448757236837	-7.361111498204184	1.8238514269251642e-13	1.5529366425605462e-10
XM_005328098.5	Nags	152.93986925037214	-4.603197128411341	0.6359088018761733	-7.2387693248311	4.52774356292811e-13	3.134104094258838e-10
XM_078016462.1	Tmem276	87.93879861503422	-4.515169021290068	0.6257709203131352	-7.215370473001017	5.3787337123039e-13	3.3846904324152357e-10
XM_005323732.5	Crym	85.43312996290301	-4.7121291725755565	0.6683236974006342	-7.050668996031152	1.7805960982673158e-12	1.0271071826838634e-09
XM_078026032.1	Cited4	79.27886171755078	-4.805522578307078	0.683689599316194	-7.028807492630309	2.083061378210165e-12	1.1091500661515971e-09
XR_013423530.1	LOC144365221	57.142066533646776	-5.511663241329431	0.7953063757546348	-6.930238973753518	4.201302968995515e-12	2.0772442250990684e-09
XM_040287646.2;XM_040287648.2	Pmvk	58.68725493236352	-5.235728880399602	0.7565757675238064	-6.92029682306056	4.506982966168572e-12	2.079822406121257e-09
XM_005317861.5;XM_078026003.1;XM_040288444.2;XM_013365067.3	Mfsd2a	65.58606503968433	-4.666878742890236	0.6753079818917368	-6.910741273658475	4.82127673605509e-12	2.085804847935833e-09
XM_005323808.5	Nupr1	93.67267182716404	-4.169109200700311	0.6041732191774652	-6.900519699261461	5.181263555483975e-12	2.1096886077094163e-09
XM_005323073.5	Lipg	63.034623801636336	-4.693494857833689	0.683343076579202	-6.8684311273470495	6.491179824876423e-12	2.192820828830947e-09
XM_021731147.3	LOC101961272	54.332119035897904	-4.875487670664782	0.710202550132152	-6.864925604332972	6.652591361665687e-12	2.192820828830947e-09
XM_005325006.4	Krt18	110.51148172042569	-4.420140674542762	0.6423890308956293	-6.880784792324568	5.952371775175616e-12	2.192820828830947e-09
XM_005338098.5	LOC101959659	65.32328936667002	-4.601213893191426	0.6691426754047424	-6.876282237429115	6.143472800672721e-12	2.192820828830947e-09
XM_005336644.3	Fgf21	83.4172251218294	-4.390920077274546	0.6415180471340435	-6.844577634083418	7.670183297723526e-12	2.3772270225865636e-09
XM_013356721.4	Miga2	47.774492098664375	-5.434944413454973	0.7945395691875335	-6.840369723829544	7.898905160284738e-12	2.3772270225865636e-09
XM_078045394.1	Phlda2	58.78107968894894	-4.683577848818764	0.6883938721947279	-6.803630941522831	1.0201467989154197e-11	2.9422733925385565e-09
XM_005328993.4	Bhmt2	55.857244745673334	-4.6227004226104675	0.6808727217541026	-6.789375275163332	1.1262014489737874e-11	3.1182265719186224e-09
XM_005333002.5	LOC101964410	53.74776347844628	-4.641769534174077	0.689034368489124	-6.736629907666709	1.6210236649861807e-11	4.2074150429010334e-09
XM_078018813.1	Ezr	63.12377016142229	-4.537511166907468	0.6737374206215909	-6.734836195859738	1.6411471562890478e-11	4.2074150429010334e-09
XM_005324935.5	Gpd1	185.01323072305027	-3.9725923741626437	0.591466596280711	-6.716511801584895	1.8612624109074185e-11	4.601306574393268e-09
XM_013357726.4	Anapc15	60.122708642958834	-4.92150852576521	0.734608024594529	-6.699502811014983	2.091298457051654e-11	4.991713075762603e-09
XR_013425270.1	LOC144366256	49.40051071401708	-5.136296065483789	0.7680256517547622	-6.687662129186092	2.2676392806010292e-11	5.232199700106774e-09
XR_013429614.1	LOC144369827	101.7809870462135	-4.3390622545576765	0.6495240795448027	-6.680371661661202	2.3833702353147206e-11	5.321835086725321e-09
XM_013360044.3	Mthfs	67.33500363409338	-4.489515029113332	0.6736118317275428	-6.664839923609322	2.649539813471772e-11	5.731285809016127e-09
XR_013431288.1	LOC120891634	61.46212583122283	-5.18641895902532	0.7839224256178804	-6.615984936184766	3.690859544664245e-11	7.741857505504819e-09
XM_040289112.2;XM_078026342.1	C8a	50.274007195995914	-5.509146354768255	0.8334539251308579	-6.610019088821594	3.842704706888254e-11	7.823294700317792e-09
XM_005320908.4	LOC101959685	51.42847141277975	-4.404834173434806	0.6673305110499783	-6.600678525104804	4.092801949518512e-11	8.09439288416204e-09
XM_005316263.5	Dpys	100.20580560317427	-4.303169979198058	0.6544125686104553	-6.575622452263072	4.845005080238736e-11	9.31586810150348e-09
XR_013429669.1	LOC144369855	52.15514219242059	-4.408372000522509	0.6723659391669811	-6.556507020543313	5.508272754281254e-11	9.532066001283712e-09
