long-eRNA	ppc_SRR13652347	ppc_SRR13652348	ppc_SRR13652349	ppc_SRR13652344	ppc_SRR13652345	ppc_SRR13652346	gbc_SRR13652347	gbd_SRR13652347	gbc_SRR13652348	gbd_SRR13652348	gbc_SRR13652349	gbd_SRR13652349	gbc_SRR13652344	gbd_SRR13652344	gbc_SRR13652345	gbd_SRR13652345	gbc_SRR13652346	gbd_SRR13652346	SRR13652347-pindex	SRR13652347-pvalue	SRR13652347-FDR	SRR13652348-pindex	SRR13652348-pvalue	SRR13652348-FDR	SRR13652349-pindex	SRR13652349-pvalue	SRR13652349-FDR	SRR13652344-pindex	SRR13652344-pvalue	SRR13652344-FDR	SRR13652345-pindex	SRR13652345-pvalue	SRR13652345-FDR	SRR13652346-pindex	SRR13652346-pvalue	SRR13652346-FDR
1:14553173-14595401:+	27.9519	0.0008891298367565138	0.0016935806414409785	14.2169	0.006126188605820625	0.00960970761697353	12.8026	1.490212775468559e-06	3.502664970850949e-06	15.8168	2.3040784912245617e-06	1.8860813727379236e-05	0.0	NA	NA	13.62	9.689235852321578e-06	5.73900892791355e-05
1:201101012-201146342:-	25.6991	0.4964539007092036	0.5225830533781091	71.3372	0.013917485470042297	0.01953331294041024	84.5645	2.245559759612908e-06	3.6883191757180816e-06	161.2036	0.4800000000000022	0.6600766689971644	0.0	NA	NA	26.8673	0.9999999999999981	1.0
1:206558541-206602456:-	102.486	0.00641825196326433	0.0091689313760919	29.9414	0.24576271186444282	0.28187059577194135	58.7076	1.8920018045401936e-06	3.502664970850949e-06	50.4894	0.4929577464788751	0.6600766689971644	0.0	NA	NA	45.9814	0.24358974358974028	0.38201550387591054
10:98956260-98974926:-	31.3615	2.8074602950937096e-07	4.80395346610057e-06	13.9603	3.656186658628868e-07	6.240995007892087e-06	106.002	4.5820362533499283e-07	3.502664970850949e-06	42.7427	4.0967062196990785e-05	0.00024580237318194475	4.2064	0.9999999999999413	1.0	82.9814	1.6692764971677034e-06	1.6066786285239143e-05
10:109736215-109747831:+	14.9011	0.11882769636780546	0.13831536211301743	11.1758	0.12029804110083729	0.15166616763074683	5.7132	0.12212807842238582	0.13176976882415312	22.3516	0.11601963409192224	0.25855804169056956	26.5425	1.0	1.0	11.9628	0.1199835638953587	0.23917711556645743
11:2864081-2879690:-	6.0875	0.9999999999999697	1.0	21.3805	0.24137931034482574	0.28187059577194135	4.8498	0.3724358893605077	0.3817467865945204	11.2385	0.2453416149068233	0.37866464913942927	0.0	NA	NA	0.0	NA	NA
11:4794723-4810415:+	9.6725	5.7803844137442945e-05	0.00011560768827488589	10.1331	0.0031591758298792883	0.005054681327806862	15.6523	1.0419394327414889e-06	3.502664970850949e-06	9.1261	0.21448866304945904	0.37866464913942927	24.4883	0.9999999999999981	1.0	6.9967	0.2470817120622591	0.38201550387591054
11:13203364-13214789:-	21.6389	0.005169636921598559	0.007803225542035561	99.2952	3.063219187812136e-07	6.240995007892087e-06	82.0945	5.796509877086007e-07	3.502664970850949e-06	8.3408	0.24516129032258144	0.37866464913942927	20.852	0.9999999999999946	1.0	6.0882	0.37052768530216995	0.5325682532099995
11:96007074-96080796:+	30.4523	9.981677778115741e-06	2.281526349283598e-05	11.4977	0.038649406382772554	0.05131860299358487	18.6687	5.382793932159244e-06	7.481171227746746e-06	2.2071	0.9999999999993728	1.0	13.3437	0.4988610478361242	1.0	0.0	NA	NA
12:106814015-106826945:+	54.1845	1.9369704500631383e-06	5.959909077117348e-06	51.7489	3.32509893251059e-06	9.852144985216563e-06	58.5782	7.77087640586346e-07	3.502664970850949e-06	178.965	0.015942028985507183	0.04782608695652155	NA	NA	NA	268.4475	0.0009269558769002496	0.0032443455691508736
12:117058947-117072107:+	NA	NA	NA	304.025	0.0003442978971343803	0.0006259961766079641	34.1253	1.4856428808098208e-06	3.502664970850949e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA
13:17390005-17403269:+	166.171	7.515632590007702e-08	4.80395346610057e-06	154.1886	1.374520492895642e-06	6.4404968365221776e-06	167.9532	7.672167263761235e-07	3.502664970850949e-06	40.8833	0.025810697078044103	0.07456423600323853	0.0	NA	NA	34.0694	0.054930457884040704	0.12440133109032749
13:23810513-23824007:-	29.0206	5.024093570243867e-05	0.00010577039095250247	31.2375	0.026993920696850783	0.03723299406462177	70.6524	5.144875141338865e-07	3.502664970850949e-06	0.0	NA	NA	0.0	NA	NA	4.3086	0.9999999999999981	1.0
13:23857829-23868554:+	6.8801	0.00013645134343505936	0.00026624652377572563	18.7812	0.0007534001379484142	0.0012823832135292156	12.5497	2.4496212139212864e-06	3.8449424243486235e-06	7.9396	0.4950495049504911	0.6600766689971644	NA	NA	NA	9.2629	1.0	1.0
14:10443833-10455607:-	40.5329	1.919531077847111e-06	5.959909077117348e-06	32.8815	7.789539646946954e-07	6.4404968365221776e-06	74.9287	2.789714973589274e-06	4.084939782755723e-06	48.1027	1.1547301206274106e-06	1.867652188843739e-05	23.9444	0.23728813559322431	1.0	74.3627	1.2341179382213e-06	1.5952611232200934e-05
15:36743608-36760214:+	55.4916	1.6559924584459204e-05	3.580524234477666e-05	121.3878	0.009625126646403184	0.014528493051174618	131.0643	1.7336838767717952e-06	3.502664970850949e-06	44.1968	1.8599272327405082e-05	0.00012089527012813302	14.1882	0.999999999999991	1.0	34.6822	4.2246319851020956e-05	0.00020331041428303833
16:36785835-36798769:+	29.4288	0.003098611017659063	0.005148451357606499	61.38	0.0024815964330614487	0.0040515860131615485	59.675	1.4858685566724418e-07	3.502664970850949e-06	8.8957	0.003139507773705753	0.011661028873764225	6.82	0.9999999999999981	1.0	19.1727	1.5053037267987468e-05	8.279170497393107e-05
