Enhancer_ID	chr	start	end	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
827	chr9	133771531	133778949	283.3499274407323	-3.393638284630329	0.5176307805797581	-6.556098307811945	5.523382650567628e-11	4.948950854908595e-08
107	chr10	118385936	118386849	54.4092996283031	-4.480260487626431	0.7172403053427312	-6.2465263793081895	4.1968116770283836e-10	1.8801716313087158e-07
598	chr6	13957190	13958105	26.103480798931404	-4.1581056335647055	0.7255536124183163	-5.7309419488733235	9.987444576830754e-09	2.9829167802801186e-06
632	chr6	24763672	24776851	214.74655528077452	2.5039681701846668	0.45315010097848485	5.525692623212176	3.2818827924745506e-08	5.881133964114395e-06
475	chr4	185291857	185298892	51.38140589030231	-3.0997634836513637	0.557157557042752	-5.563531256946607	2.6436948366818256e-08	5.881133964114395e-06
219	chr12	119835793	119837546	44.02788291858235	-3.5190295504341305	0.645562004934256	-5.451110077013452	5.005637312394521e-08	7.475085053175818e-06
476	chr4	185300416	185302972	19.37390424541464	-3.9886258595415205	0.7651600149684777	-5.212799651724927	1.8601175759393355e-07	2.3809504972023494e-05
595	chr6	131379221	131421262	250.4486131392102	-2.8484065842472566	0.5584313125746548	-5.100728630553757	3.3834838983723663e-07	3.7554852463900556e-05
738	chr8	100191325	100192988	26.736996076989758	-3.5623449014884603	0.7012344167876161	-5.080105619755103	3.772250805525725e-07	3.7554852463900556e-05
763	chr8	115895064	115897120	63.28570344967658	-2.6242087675701735	0.5430209742122084	-4.832610326658677	1.3475438915534487e-06	0.00010697295428600396
549	chr5	194901880	194902798	22.36405427454896	-3.6160615173810795	0.7549878373852287	-4.78956261057753	1.6714524107188118e-06	0.00010697295428600396
627	chr6	197802443	197804093	22.210920874503756	-3.5279217224297876	0.7326484284257068	-4.81529965199063	1.4697916418745371e-06	0.00010697295428600396
480	chr4	189188594	189193917	37.44941738515015	-3.0957615803747336	0.6415970533991308	-4.825086966926722	1.399421902670212e-06	0.00010697295428600396
687	chr7	171066223	171067760	47.34988131316681	-2.988862813997218	0.6231811777416546	-4.796137817943336	1.6175401290669386e-06	0.00010697295428600396
481	chr4	191400869	191403121	61.406462633975224	-2.8881719198572027	0.6313299597602772	-4.574742375530337	4.768063348461066e-06	0.0002693256696242859
697	chr7	192525519	192527126	19.398330136737915	-3.6612398046537873	0.8006323223391875	-4.5729352943893575	4.809386957576535e-06	0.0002693256696242859
590	chr6	106101921	106105124	25.672916256368918	-2.7802343987751406	0.6169639034613104	-4.50631614455462	6.596278757740789e-06	0.0002955132883467873
33	chr1	182648675	182650088	16.394539735394453	-4.023576626505471	0.8897654238691891	-4.5220644886477475	6.123939470098184e-06	0.0002955132883467873
694	chr7	179527947	179529367	16.256551398510567	-3.571415377054712	0.7917257631193217	-4.510924796717093	6.454560288657647e-06	0.0002955132883467873
147	chr10	76165052	76167301	30.92793949155275	-3.424089918507095	0.7541296462445308	-4.540452607265376	5.6133596000556165e-06	0.0002955132883467873
547	chr5	194317923	194318777	31.62167097964522	-2.6948864466634586	0.6005278255303089	-4.487529689875205	7.205377327538688e-06	0.00030742943264165065
502	chr4	9333123	9334199	34.39049328772807	-3.2433821710238186	0.7299316290988864	-4.443405439257142	8.854608211090912e-06	0.000344944737266846
449	chr3	48700628	48716638	163.32575728322774	2.613746047524535	0.5881950980047755	4.443671931967231	8.843642284907988e-06	0.000344944737266846
61	chr1	257530712	257532954	43.23994554561557	-2.5694899216516864	0.5937476684569054	-4.327578966885967	1.507573024069477e-05	0.0005624828092159652
415	chr3	145797645	145798626	46.71143602885499	-2.5891646218926208	0.5995224726695191	-4.3187115411433	1.569427481071331e-05	0.0005624828092159652
888	chrX	89242654	89247084	142.10460275890037	-2.4136411473268993	0.5631409799244903	-4.286033574843969	1.8189150961584665e-05	0.0006268261254453792
497	chr4	64664918	64667598	31.845152461112182	-2.452489710864904	0.5758921962864427	-4.258591671634775	2.0571885454139955e-05	0.0006826818284040518
324	chr15	54360407	54362137	41.94743536476653	-2.304204111177471	0.5440908936474064	-4.234961728050335	2.2859063469869547e-05	0.0007062662368621763
234	chr12	68897348	68900008	24.313561738880782	3.178133562856586	0.750263029710561	4.236025816282933	2.275106310880387e-05	0.0007062662368621763
704	chr7	196269018	196270353	10.949606636789442	-4.2698544313475075	1.0293356861837524	-4.148165159976074	3.351505851332416e-05	0.0010009830809312814
703	chr7	196254101	196258149	159.08344247428477	-2.178367578061759	0.5269097277370689	-4.134232987910934	3.561420400323652e-05	0.001029365380222578
847	chr9	30785711	30787298	15.69701738571564	-3.111404638146246	0.7561855508186476	-4.114604722052458	3.878434525273886e-05	0.001085961667076688
528	chr5	155099179	155105336	67.09254565494578	2.0665696521149344	0.5177857780413097	3.991167273717705	6.57488839944786e-05	0.0016831714302586523
161	chr11	102905661	102906319	9.545624180924145	-3.993653149037333	1.0001334204179682	-3.9931203852465362	6.52094398978966e-05	0.0016831714302586523
34	chr1	182651380	182652667	21.12946817488718	-3.0852953179170424	0.7723527202498203	-3.9946713943327508	6.47840422995229e-05	0.0016831714302586523
478	chr4	187170224	187171287	21.715980657240312	-2.731223537163928	0.6866074741548133	-3.9778529071882835	6.954036654377759e-05	0.0017307824562006868
457	chr3	8921953	8937211	132.66262235555692	2.4819171346540236	0.6329528761635393	3.921172062124824	8.811931158300701e-05	0.002133916302118224
54	chr1	224151876	224186543	302.08287990346156	-2.1745159841999353	0.560469547138901	-3.879811124976297	0.00010453760803702205	0.0024648867579255725
548	chr5	194319626	194320961	27.16443847012417	-2.5018920598022945	0.6477804066005982	-3.8622533721444983	0.00011234595921124703	0.002533187057935419
317	chr15	30688364	30692881	45.94473364073824	-2.266855928952077	0.5871704576075398	-3.86064370164077	0.0001130887079435455	0.002533187057935419
178	chr11	2855385	2856782	45.371287693577194	-3.1127882284734603	0.8083660594653759	-3.85071613537578	0.00011777294197945755	0.002573769658868146
768	chr8	136827006	136831789	97.22758966358997	-2.2589769633253556	0.5880552499795864	-3.841436605495441	0.0001223163280906932	0.0026094149992681214
518	chr5	120454138	120469993	369.0256645974676	1.834167679977658	0.47944475502284817	3.825607978317022	0.00013044973966430098	0.002718208528818923
678	chr7	141926964	141928900	14.597855865046599	-2.8615457505709894	0.7561756862896524	-3.7842340112941386	0.00015418270241694776	0.0031397204855814816
383	chr2	74519129	74520426	13.801816012296278	-2.8906061136334884	0.7686450243856459	-3.7606515646723406	0.00016947135437028106	0.0032731276602333097
550	chr5	197552977	197554334	33.26536925387648	-2.36023091488448	0.6290394451800678	-3.752119096774359	0.00017534612465535586	0.0032731276602333097
282	chr14	13356742	13357777	18.9296940018374	-2.465602505031143	0.655732304338115	-3.7600747877136844	0.00016986256814084422	0.0032731276602333097
873	chr9	93815020	93816466	13.482819142669833	-3.7427901521682783	0.996865939040745	-3.754557163192732	0.00017364821329788826	0.0032731276602333097
463	chr3	99166377	99175793	93.13362659081677	-1.9592536673203669	0.5238934772033279	-3.739793970673856	0.00018417114745947812	0.0033003469624738485
9	chr1	119912022	119913346	105.72942387454155	-1.983090815126008	0.5300996053063298	-3.740977724327931	0.000183305768709737	0.0033003469624738485
240	chr12	86507147	86509137	29.969586511588705	-2.2221442656161403	0.5966834198810043	-3.7241595653174	0.00019596695582777882	0.003376661392724804
559	chr5	28918047	28920060	61.70620667489086	-1.997588592330264	0.5358049598833934	-3.7282010094960616	0.00019285153255295406	0.003376661392724804
488	chr4	211269	212382	22.86647079245634	-2.3959391107469474	0.6478249896600392	-3.6984357642706414	0.00021693223244928001	0.003665263605415496
246	chr12	91456078	91460203	60.01246534708732	1.8872931077836834	0.5109306054580729	3.69383452003553	0.00022089758336209464	0.003665263605415496
878	chrX	30380668	30383527	34.66128122224249	-2.415965745028949	0.6607416124623007	-3.6564455748831692	0.00025573667702800994	0.003950690734777533
292	chr14	39083529	39085317	18.707436186440912	-2.4940483280691663	0.6815403967338616	-3.659428465313819	0.00025277839214700177	0.003950690734777533
218	chr12	119815309	119817320	34.002012365031284	-2.264282905789043	0.6186088035507542	-3.6602823832966487	0.0002519374451873114	0.003950690734777533
182	chr11	39565977	39567615	54.67454899262463	-1.9277933577060942	0.5266920298939094	-3.660190867316534	0.00025202744534812447	0.003950690734777533
45	chr1	210354841	210357001	26.733104728151574	-2.1984825230746505	0.6177574152662932	-3.558812033242795	0.00037253601812845964	0.005657496139713556
145	chr10	72389458	72390444	13.62027598795966	-2.89995952363336	0.8179801650169114	-3.5452687579208044	0.0003922129574829847	0.005857046831745905
233	chr12	68876507	68880282	37.47526421216635	2.329229601974448	0.6596155629567966	3.531192610940575	0.0004136903848842966	0.006076501391087373
208	chr12	106832711	106836503	91.1773930322163	-1.9129064576375614	0.5450117758518668	-3.509844268314463	0.0004483692125478201	0.006479658297465271
698	chr7	192806793	192822598	121.92460833594265	-1.6091616930766237	0.4603761852863857	-3.4953191422697385	0.00047349522489781694	0.006661605856851391
561	chr5	35802899	35804371	14.195400909747784	-2.965943009109126	0.8488658501303231	-3.494006748715096	0.00047582898977509936	0.006661605856851391
432	chr3	202144773	202146276	28.046199863583357	-2.342753129509438	0.674066688359485	-3.475550965455853	0.0005098051126364003	0.007027467398803303
851	chr9	39192540	39216282	994.824085767666	1.5691626003605443	0.45857174037535664	3.421847580655823	0.0006219716988105257	0.008443737002033803
572	chr5	63309929	63311973	23.426338014148268	-2.4841780505512734	0.7275782683501035	-3.4143104028993774	0.0006394368061805213	0.008551274303548463
605	chr6	163260432	163262000	10.729294355977906	-3.1127764868682166	0.9212901259157412	-3.3787146950849913	0.0007282554335797341	0.009408885660429798
