Enhancer_ID	chr	start	end	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
973	chr9	133771531	133778909	225.14970460974962	-3.7508909203293745	0.427852349272892	-8.766788184530894	1.8383516956110395e-18	1.9339459837828134e-15
539	chr3	48713928	48716388	71.73116618420657	3.813156630152851	0.5529944770356129	6.8954696448212145	5.3687137232357794e-12	2.82394341842202e-09
755	chr6	24765351	24773856	180.76221833042703	3.0402196874057386	0.44637493425960095	6.810910412002704	9.698301575907277e-12	3.4008710859514854e-09
819	chr7	171066223	171067760	35.27029145875911	-4.841240447643788	0.7575056921930523	-6.391028473499556	1.6477369298588783e-10	4.33354812552885e-08
51	chr1	201105641	201146577	166.804283928136	-3.651927336536457	0.6132395918705509	-5.9551395326532415	2.5985003411934483e-09	5.467244717871015e-07
54	chr1	206558541	206602099	164.55070857223828	-3.707402360460955	0.6363841692481106	-5.825730022230534	5.686347812485e-09	9.970063164557033e-07
175	chr10	62289663	62301769	692.7339278300354	1.8803374683862817	0.3572524673628641	5.263329550293654	1.4146966435381591e-07	2.1260869557173475e-05
381	chr15	31684452	31685582	75.85711907398458	2.3941210019910297	0.46127417671330223	5.190234187939505	2.100297539982122e-07	2.7618912650764904e-05
219	chr11	17380350	17381878	29.128127032137243	2.874492840336999	0.560027345434094	5.132772290090394	2.8550524772345395e-07	3.0035152060507357e-05
210	chr11	106168823	106176061	58.07591654178575	2.864902096952659	0.5567356622878132	5.1458929093563315	2.662512891747582e-07	3.0035152060507357e-05
625	chr5	120444160	120447466	75.98374486450193	2.2619912428453004	0.45237954826363574	5.000206688227795	5.726888863733979e-07	5.476988258771042e-05
301	chr12	91456697	91459682	56.888521809093795	2.165380953908065	0.43686793402190527	4.956603095066	7.173631043616185e-07	6.288883214903522e-05
997	chr9	39192407	39209208	805.7114390544431	1.760802605168193	0.3619244018198047	4.865111598761068	1.1439224311416818e-06	9.256972288931148e-05
115	chr1	84784496	84786788	52.63575842232975	2.486366609212153	0.5139651235781314	4.837617369642754	1.314047921406577e-06	9.874131523712278e-05
190	chr10	76165052	76167298	25.415167243888067	-3.1901437110330537	0.6675981795465664	-4.778538661084732	1.7657381471143e-06	0.00011609728317276522
701	chr5	9438766	9441689	61.087783033969096	2.2687584811553085	0.47367085105396406	4.789736324511206	1.6700061190223049e-06	0.00011609728317276522
548	chr3	8934339	8937015	42.157096829255416	2.2284012070156405	0.4872944935873462	4.57300715756232	4.8077370901299e-06	0.0002975140834598032
1014	chr9	58265767	58283716	199.53392474656985	1.9522207901473407	0.4512725749930177	4.326034636998595	1.5181756045079062e-05	0.0008872892977457318
580	chr4	189188594	189193658	31.099499953972355	-2.772990779680431	0.6523343604756965	-4.250873398203807	2.129385133031122e-05	0.0011200565799743703
624	chr5	120437665	120440780	93.22151118397846	1.6815916587740367	0.3949654930805582	4.257566010788326	2.0666464824533124e-05	0.0011200565799743703
638	chr5	155099518	155103623	47.88351500183014	1.923912173329144	0.4603355094131892	4.179369468546199	2.9231844471505387e-05	0.0014643762087630317
207	chr11	106085383	106087276	120.87114903563075	1.6629251541845729	0.399060135674625	4.167104166827739	3.0849355120979886e-05	0.0014751600721486747
690	chr5	71257548	71259908	41.066034277507605	2.1366921570946396	0.5169213616830081	4.13349556717473	3.572871901991308e-05	0.0016342005395195028
356	chr14	5908860	5910667	30.9248563795737	2.292553945216559	0.5601412592307519	4.092813924053638	4.261697033189611e-05	0.0018680438662147796
144	chr10	14185299	14192865	96.67126982694715	1.8241056803615643	0.44885883746014354	4.063873824303473	4.826492331162186e-05	0.0020309879729530477
63	chr1	210428581	210429759	24.732332369747667	2.4617270373593123	0.6122097579237398	4.0210516175176005	5.793890629419291e-05	0.002344297285441959
551	chr3	9317200	9318958	24.78737282465315	2.1834944019441713	0.5506155724848986	3.965551486475724	7.322644325397929e-05	0.002853119196414304
994	chr9	39150490	39152044	29.933630862822735	2.145938467826218	0.551334757340732	3.892260444773665	9.93145455552321e-05	0.003336476950326761
316	chr13	28096489	28098201	24.510324724836583	2.221147101477517	0.5693615638067939	3.9011188016043117	9.574914437419464e-05	0.003336476950326761
504	chr3	190464395	190466002	79.90210758588434	1.6211574657806904	0.41736690165583384	3.884250186943472	0.00010264616971382221	0.003336476950326761
745	chr6	197161681	197167893	193.86359536561315	1.398232060900146	0.35739248821373765	3.9123151913140854	9.141549085337538e-05	0.003336476950326761
731	chr6	175226467	175232316	229.64059577556182	1.5181868580063014	0.3900877591262492	3.8919110443425904	9.945771328928311e-05	0.003336476950326761
594	chr4	43250948	43253031	29.54877726217194	2.0725801843830958	0.5342357787198785	3.8795233620431726	0.00010466134920226531	0.003336476950326761
164	chr10	41236744	41242865	134.42806748123635	1.6473406542286482	0.4258050193833497	3.868767579617368	0.00010938684930820868	0.0033845578080069273
326	chr13	4782747	4784717	35.96112495491432	2.1302139346617266	0.5527727699749573	3.853688261015884	0.00011635172215693772	0.003497200334545671
166	chr10	47883717	47887199	73.77662460506406	1.6625391315272557	0.4348534068743062	3.823217445799638	0.00013172151906979516	0.0035220033225829912
1031	chr9	9881037	9883763	22.98077983312315	2.5647341346014487	0.6690382177515484	3.8334643172116647	0.0001263511364968594	0.0035220033225829912
392	chr15	9952711	9954163	39.46370571115969	-2.0553410800848257	0.5373490785846934	-3.824964370457884	0.00013079100033993297	0.0035220033225829912
626	chr5	120454752	120468078	243.28577854832793	1.579536889359995	0.4135841896669893	3.819142338665824	0.00013391647614383997	0.0035220033225829912
693	chr5	79456138	79458646	36.38964523341016	2.0659502379216312	0.5386362322389774	3.835520364706971	0.0001252987230665098	0.0035220033225829912
598	chr4	5394776	5396663	42.2911347564358	2.415397363392898	0.6345481133712022	3.8064841932323623	0.00014095629696610104	0.003616732302642398
623	chr5	120404311	120406305	25.785138310250527	2.090909081545421	0.5556874729464137	3.7627428785803354	0.00016805996320258317	0.004209501935455179
104	chr1	76398004	76399842	15.93752069070716	2.563275192534912	0.6885500626022311	3.722714340984226	0.00019709246803934125	0.004697236733944748
142	chr10	14144615	14147853	115.43644380603932	1.718995571488792	0.4610205899562236	3.728674182756176	0.00019248983722771433	0.004697236733944748
754	chr6	198604377	198605511	20.926095778208353	2.493372377918026	0.6706494335790396	3.7178475863488054	0.00020092742683223736	0.004697236733944748
562	chr4	139404858	139406478	37.69176710905517	1.7530353068328548	0.4723933801596637	3.710965014455428	0.0002064706409895299	0.0047218937895866404
887	chr8	109890107	109891694	21.15788568689334	2.1438271913432425	0.5803037734692033	3.6943188884106326	0.00022047697235856768	0.0048321203108586085
753	chr6	198590404	198595193	42.443037560010204	2.005418422544314	0.5422706400697861	3.698187352142524	0.00021714459584584706	0.0048321203108586085
315	chr13	28087944	28088923	36.980233053521786	1.9208982136771522	0.524530813345827	3.6621265420506193	0.0002501302431039943	0.00526274031490804
180	chr10	69090597	69091941	15.098336877448878	2.813006385592461	0.7676268360439307	3.6645493011808608	0.0002477745108214327	0.00526274031490804
632	chr5	146438426	146441060	64.31416785530435	1.5447411147505528	0.42525426200497846	3.6325117765250488	0.0002806757621948794	0.005789625526059081
479	chr3	10954320	10955871	24.58349262044152	2.0528714772451893	0.5675457896553692	3.6171028217683623	0.0002979189793452586	0.006027130120600231
607	chr4	87509964	87512478	16.60010775650421	-3.48795650228337	0.9764010100863334	-3.572258187212409	0.00035391622865080854	0.007024903255483972
8	chr1	115532890	115534666	94.60965520040948	1.4062264091340184	0.3957780638569363	3.553068089297474	0.00038076589577230613	0.007379536182789796
94	chr1	49585082	49586468	32.22532709098017	1.8108570960510875	0.5101576173981487	3.5496031702645685	0.0003858122529025083	0.007379536182789796
877	chr8	100795972	100798142	33.67248711456272	2.3817703166520343	0.6724384164481547	3.541990252776806	0.0003971201482678984	0.007460185642461234
549	chr3	9073957	9076035	70.26628845636195	1.8611804516594814	0.5269608275074769	3.531914242018443	0.0004125631268901119	0.00761432297348066
253	chr12	1043881	1046080	33.052591067090106	1.8772679971632458	0.5360075247934007	3.5023164980506976	0.0004612313722868626	0.008237927639387292
