long-eRNA	ppc_SRR13652347	ppc_SRR13652348	ppc_SRR13652349	ppc_SRR13652335	ppc_SRR13652336	ppc_SRR13652337	gbc_SRR13652347	gbd_SRR13652347	gbc_SRR13652348	gbd_SRR13652348	gbc_SRR13652349	gbd_SRR13652349	gbc_SRR13652335	gbd_SRR13652335	gbc_SRR13652336	gbd_SRR13652336	gbc_SRR13652337	gbd_SRR13652337	SRR13652347-pindex	SRR13652347-pvalue	SRR13652347-FDR	SRR13652348-pindex	SRR13652348-pvalue	SRR13652348-FDR	SRR13652349-pindex	SRR13652349-pvalue	SRR13652349-FDR	SRR13652335-pindex	SRR13652335-pvalue	SRR13652335-FDR	SRR13652336-pindex	SRR13652336-pvalue	SRR13652336-FDR	SRR13652337-pindex	SRR13652337-pvalue	SRR13652337-FDR
1:14553169-14595407:+	25.9616	0.0016909924568842024	0.0026579457864679412	14.2203	0.006126188605820625	0.009478254069382854	12.8057	1.490212775468559e-06	3.5904445464567964e-06	2.6478	1.0	1.0	17.4394	0.0001345715816950822	0.00019595511018757585	8.551	0.006213103200099587	0.008453894518168291
1:201105641-201146342:-	25.2076	0.4961240310077615	0.5240919418137241	70.358	0.0137625714003325	0.019701288971068633	84.1769	2.1306546502778702e-06	3.831446650590012e-06	0.0	NA	NA	0.0	NA	NA	46.7082	0.9999999999999981	1.0
1:206558541-206602456:-	102.486	0.00641825196326433	0.008592176015337733	29.9414	0.24576271186444282	0.29012016021358566	58.7076	1.8920018045401936e-06	3.5904445464567964e-06	0.0	NA	NA	78.0291	0.9999999999999981	0.9999999999999981	71.5267	0.4901960784313742	0.5363060584735396
1:212390451-212422281:+	72.3858	2.2505127033072965e-07	2.835495488692306e-06	70.1844	8.606595923258264e-05	0.00018572128044925726	168.8085	1.4886398253444031e-06	3.5904445464567964e-06	102.77	5.945008437395376e-07	5.7663333018803905e-06	79.2797	9.332799632076795e-07	4.123746850994949e-06	89.3036	8.746235506725101e-07	3.733191674519857e-06
1:224151876-224187288:-	29.3244	0.0001249805979109733	0.0002255084701437127	30.8176	0.029588066527630068	0.039774122217469926	30.856	8.450195823417881e-07	3.5904445464567964e-06	41.0221	5.966694904062629e-06	1.9570759285325424e-05	62.8699	2.5756234225752684e-06	4.75059431274994e-06	50.4484	9.703241291067493e-05	0.00014381589770689321
10:62358454-62372988:-	191.7458	4.921403200152307e-07	3.7134224146603766e-06	45.7521	0.0003184027274451313	0.0006368054548902626	103.2934	9.608906359636137e-07	3.5904445464567964e-06	66.6008	8.010601020093277e-07	5.9715389422513515e-06	59.2774	6.472073023640259e-07	4.123746850994949e-06	78.6919	1.2262968948587683e-06	3.733191674519857e-06
10:98956609-98968613:-	20.2024	2.806678178045455e-05	6.130376020467705e-05	4.3004	0.055885555838979736	0.07075215332095912	66.987	0.010542535074203448	0.011637863393601209	6.5054	0.12185260980516349	0.15860180958767311	11.3331	0.00018442189238800623	0.00025944096725770367	11.962	0.010634398429083283	0.013791485462717381
10:109735216-109756839:+	4.0439	1.0	1.0	2.9675	0.9999999999999413	1.0	6.6708	0.12325698760536657	0.12622703549947178	8.0484	0.3719915633758628	0.4357615456688679	3.2351	0.9999999999996664	0.9999999999999981	5.2478	0.21697890617259352	0.25365139735669384
11:4794617-4810418:+	9.5204	5.797840196132264e-05	0.00011457636578070903	10.0637	0.0031626440443546155	0.005085035522295656	15.476	1.047540838502732e-06	3.5904445464567964e-06	12.5394	1.6051173712909216e-05	4.5386077395122614e-05	12.5593	6.809932507937968e-07	4.123746850994949e-06	14.2156	1.2415377149657388e-06	3.733191674519857e-06
11:96007074-96033774:+	26.7189	8.711023576048191e-06	2.332306312296774e-05	9.2616	0.038131757730405204	0.050432324740213336	17.0565	4.893302193991675e-06	6.9321781081548724e-06	27.3415	0.00044270706245489485	0.0008250449800295767	44.6974	0.006754674575248526	0.008899015710248058	42.0113	1.1149056456428963e-05	1.888513644660416e-05
12:106814015-106826957:+	54.239	1.9369704500631383e-06	6.6207242770323396e-06	51.801	3.32509893251059e-06	1.1186093384193562e-05	58.6371	7.77087640586346e-07	3.5904445464567964e-06	212.897	1.7317893777192053e-06	8.089299210733155e-06	39.9766	2.2023631122624437e-06	4.251072984134484e-06	97.3133	2.2875400351574015e-07	3.6091390845507503e-06
12:115554913-115565201:-	24.4447	1.2333765433377528e-05	3.1021288817282874e-05	123.8533	1.2495456075448567e-06	6.403921238667391e-06	216.1114	1.1225458071244618e-06	3.5904445464567964e-06	71.4538	1.9765710808429573e-05	5.277535418493235e-05	42.708	8.625263723852521e-06	1.4317937781595183e-05	92.89	2.030184000459257e-07	3.6091390845507503e-06
12:117058947-117072107:+	NA	NA	NA	304.025	0.0003442978971343803	0.0006722006563099806	34.1253	1.4856428808098208e-06	3.5904445464567964e-06	60.805	0.999999999999999	1.0	60.805	0.473684210526317	0.5105946684894066	27.0244	1.0	1.0
13:16561388-16573783:-	78.3475	0.00047023537186719665	0.0008131153305203609	22.3451	0.05694685511199149	0.07075215332095912	74.4229	1.0666063539198164e-05	1.4390720648124506e-05	15.4897	0.014161074515202909	0.020020829487011012	63.6056	9.141485739527628e-07	4.123746850994949e-06	35.6744	4.388927866097844e-05	6.623291143384018e-05
13:23812570-23824536:-	3.8707	0.6228165800479839	0.6461722017997833	21.5039	0.05694685511199149	0.07075215332095912	9.5365	0.020076958051441555	0.021878736338109387	10.3462	0.21235804563504798	0.2678978421857528	7.5634	0.06771164356653869	0.08074809249817055	13.3744	0.010512755959484695	0.013791485462717381
13:23857811-23868554:+	7.4595	4.1680039669528866e-05	8.64860823142724e-05	18.816	0.0007534001379484142	0.001314442793867446	12.5729	2.4496212139212864e-06	3.8558852441353585e-06	10.4935	0.06632875899077037	0.08916324979087165	5.684	0.06810080090207156	0.08074809249817055	7.2513	0.037181525449685726	0.044086665890341645
14:10444193-10455607:-	39.6762	1.8991205795157441e-06	6.6207242770323396e-06	32.5469	7.647804170344642e-07	5.090585713072802e-06	74.0763	2.7104103517800346e-06	4.041839998268473e-06	147.4483	2.243130121641866e-06	8.758889046411095e-06	60.2974	1.512470079400855e-06	4.123746850994949e-06	128.0459	1.8277406259917267e-06	3.984864735964467e-06
15:30627271-30641027:+	174.9531	1.4497158374820708e-06	6.332969184790099e-06	29.1951	1.7258482167573786e-06	7.156062574751091e-06	67.9753	9.444834040304218e-07	3.5904445464567964e-06	154.1471	2.209580052638187e-06	8.758889046411095e-06	344.439	1.8850155621911574e-06	4.123746850994949e-06	338.6404	1.8093108663558549e-06	3.984864735964467e-06
15:36743573-36758548:+	50.8218	1.6350456471978774e-05	3.877393963354966e-05	115.0965	0.009401286491835619	0.014016463496918558	121.3915	1.6511128520305514e-06	3.5904445464567964e-06	40.6279	3.794656322722777e-07	5.7663333018803905e-06	71.9722	1.642829457329347e-06	4.123746850994949e-06	43.5862	4.62192434729083e-07	3.733191674519857e-06
16:51857399-51867670:+	32.7247	0.23076923076923153	0.26977248104008755	6.5642	0.36960035672479946	0.42686238382300784	89.5228	3.454079888132238e-05	4.382041649122989e-05	20.6044	0.4871794871794884	0.5450151057400614	64.904	4.644942039981005e-05	7.274154515441952e-05	48.3757	0.023472059221810754	0.029517892657731706
16:52132293-52144370:-	26.2374	0.003125415050032055	0.0045819573431299405	31.8682	5.95384243460391e-06	1.877750306298156e-05	54.2822	1.8266618354423367e-06	3.5904445464567964e-06	9.8471	0.4946236559139889	0.5450151057400614	17.6241	0.01393505805270708	0.017793997205764425	24.6178	0.027411633549741063	0.03395769529296281
