Enhancer_ID	chr	start	end	SRR13652347	SRR13652348	SRR13652349	SRR13652341	SRR13652342	SRR13652343
1	chr1	10335112	10337220	32.53250621429679	38.5128859337218	29.18091124809199	45.86122439583875	71.73010129708956	51.9883942334923
2	chr1	103756872	103758821	52.334901301260054	38.5128859337218	17.508546748855196	6.657274509073367	7.724780139686569	8.963516247153844
3	chr1	10563499	10566069	69.30838280437142	45.91921015174522	80.40962210585349	5.17788017372373	7.724780139686569	7.1708129977230755
4	chr1	10568571	10569798	12.730111127333526	25.181502341279636	44.74406391374105	0.7396971676748185	4.414160079820896	0.8963516247153844
5	chr1	107419996	107420922	35.36141979814869	26.66276718488432	40.85327574732879	14.79394335349637	12.138940219507464	8.963516247153844
6	chr1	114697479	114699890	188.122753326151	117.01992264477008	167.30389115572743	47.340618731188385	7.724780139686569	14.341625995446151
7	chr1	114705757	114706856	138.61676560874284	78.50703671104827	109.59053335394547	29.58788670699274	33.10620059865672	25.99419711674615
8	chr1	115532957	115534666	67.89392601244548	42.95668046453585	71.33111638422487	8.136668844423003	14.346020259417914	17.030680869592302
9	chr1	119666738	119669189	28.28913583851895	62.213123431396745	75.87036924503917	22.190915030244554	5.51770009977612	19.719735743738458
10	chr1	119912098	119913412	149.93241994415044	162.93913279651528	171.84314401654171	24.410006533269012	7.724780139686569	33.165010114469226
11	chr1	119930673	119932809	36.77587659007463	44.437945308140534	58.36182249618398	26.629098036293467	13.24248023946269	23.305142242599995
12	chr1	121052195	121053510	149.93241994415044	343.6534437162868	204.91484343104597	59.17577341398548	16.55310029932836	47.50663610991538
13	chr1	123626490	123627471	36.77587659007463	10.368853905232791	49.9317814689574	9.616063179772642	14.346020259417914	13.445274370730766
14	chr1	142568383	142569821	32.53250621429679	69.61944764942017	59.65875188498807	29.58788670699274	24.27788043901493	32.26865848975384
15	chr1	144692454	144693867	28.28913583851895	25.181502341279636	40.20481105292674	8.876366012097822	3.3106200598656725	4.481758123576922
16	chr1	144993554	144995893	41.019246965852474	17.775178123256214	88.83966313308007	8.136668844423003	8.828320159641793	10.756219496584613
17	chr1	144997400	144998716	26.874679046593002	16.29391327965153	44.74406391374105	3.6984858383740926	8.828320159641793	8.06716462243846
18	chr1	145491052	145493998	107.49871618637201	87.39462577267638	129.0444741860068	3.6984858383740926	1.103540019955224	5.378109748292307
19	chr1	14551868	14596100	727.030791049937	1110.9486327035133	1367.6120404939113	960.1269236419145	914.8346765428807	1064.8657301618766
20	chr1	151658884	151660711	36.77587659007463	16.29391327965153	23.34472899847359	2.2190915030244556	1.103540019955224	4.481758123576922
21	chr1	151671795	151675510	234.79982745970727	63.69438827500143	191.9455495430051	5.917577341398548	1.103540019955224	8.06716462243846
