long-eRNA	ppc_SRR13652347	ppc_SRR13652348	ppc_SRR13652349	ppc_SRR13652344	ppc_SRR13652345	ppc_SRR13652346	ppd_SRR13652347	ppd_SRR13652348	ppd_SRR13652349	ppd_SRR13652344	ppd_SRR13652345	ppd_SRR13652346	gbc_SRR13652347	gbc_SRR13652348	gbc_SRR13652349	gbc_SRR13652344	gbc_SRR13652345	gbc_SRR13652346	gbd_SRR13652347	gbd_SRR13652348	gbd_SRR13652349	gbd_SRR13652344	gbd_SRR13652345	gbd_SRR13652346
1:14553173-14595401:+	16.6370409900272	13.847359629015537	14.565062822690871	20.986036516861606	0.0	16.529414324237315	0.332740819800544	0.27694719258031075	0.29130125645381744	0.4197207303372321	0.0	0.3305882864847463	490.7927092058024	803.1468584829012	938.0979351355343	1094.0720370790516	1026.623699533375	1000.7182922132007	0.01190406532309296	0.01948014403654951	0.022753351648973637	0.026536467949235996	0.024900523891760003	0.024272194140367194
1:201101012-201146342:-	2.376720141432457	8.811956127555343	52.32633680744498	1.399069101124107	0.0	0.6887255968432214	0.04753440282864914	0.17623912255110685	1.0465267361488997	0.02798138202248214	0.0	0.01377451193686443	81.99684487941977	109.52002615675926	548.6173663213561	7.694880056182589	38.69184797236338	22.727944695826306	0.0018496502420296418	0.0024705065565125625	0.012375479152767946	0.00017357785874854494	0.0008727943870510283	0.0005126873902195713
1:206558541-206602456:-	9.506880565729828	3.776552626095147	42.61629492565107	1.399069101124107	0.0	2.0661767905296644	0.19013761131459656	0.07553105252190294	0.8523258985130213	0.02798138202248214	0.0	0.04132353581059329	79.62012473798731	108.2611752813942	623.0610207484428	23.784174719109817	36.112391440872486	38.5686334232204	0.0018552550269825745	0.0025226296784739833	0.01451815222174577	0.0005542029713651509	0.0008414668524761996	0.0008987005644332926
10:98956260-98974926:-	35.650802121486855	36.50667538558642	25.893445018117106	10.493018258430803	2.5794565314908917	21.350493502139866	0.7130160424297372	0.7301335077117284	0.5178689003623421	0.20986036516861606	0.051589130629817834	0.42700987004279733	401.6657039020852	923.996542517946	86.31148339372368	86.74228426969464	216.67434864523491	90.91177878330522	0.022735365591333285	0.05230070428018027	0.004885463485239354	0.004909847980398118	0.012264354369458995	0.00514585265089178
10:109736215-109747831:+	4.753440282864914	5.035403501460196	3.2366806272646382	2.798138202248214	2.5794565314908917	2.7549023873728857	0.09506880565729828	0.10070807002920391	0.06473361254529277	0.05596276404496428	0.051589130629817834	0.05509804774745772	67.73652403082502	95.67266652774371	120.29662998000238	26.58231292135803	20.635652251927134	48.89951737586872	0.006380006030971442	0.009011271218587401	0.011330567013280784	0.0025037499219513334	0.0019436424839337839	0.004605775395673758
11:2864081-2879690:-	1.1883600707162285	3.776552626095147	2.157787084843092	2.0986036516861604	0.0	0.0	0.02376720141432457	0.07553105252190294	0.043155741696861843	0.04197207303372321	0.0	0.0	57.041283394378965	51.612885889967	130.0066718617963	54.563694943840176	33.532934909381595	163.9166920486867	0.003904263066008117	0.0035327095065001324	0.008898471722231089	0.003734681378770649	0.002295204305912413	0.011219486108739678
11:4794723-4810415:+	24.9555614850408	15.106210504380588	16.722849907533963	3.4976727528102676	2.5794565314908917	2.0661767905296644	0.499111229700816	0.30212421008761176	0.33445699815067925	0.06995345505620536	0.051589130629817834	0.04132353581059329	758.1737251169538	438.08010462703703	313.9580208446699	112.62506264049061	30.9534783778907	86.7794252022459	0.051601015797791715	0.029815565550060298	0.021367863666008957	0.007665218991389763	0.002106681983113699	0.005906174722809895
11:13203364-13214789:-	13.071960777878514	25.177017507300977	26.97233856053865	2.0986036516861604	2.5794565314908917	2.7549023873728857	0.26143921555757027	0.5035403501460195	0.539446771210773	0.04197207303372321	0.051589130629817834	0.05509804774745772	125.96616749592022	52.87173676533205	68.50973994376817	52.465091292154014	25.794565314908915	94.35540676752133	0.012081926673309012	0.005071142985356874	0.006571047376152693	0.005032139966636672	0.002474061511117223	0.009050010240506511
11:96007074-96080796:+	24.9555614850408	10.070807002920391	11.867828966637006	0.6995345505620535	5.158913062981783	0.0	0.499111229700816	0.20141614005840783	0.23735657933274013	0.01399069101124107	0.10317826125963567	0.0	1191.9251509283772	1273.9570858694294	924.6117658552649	460.99326882039327	562.3215238650143	219.01473979614443	0.016389933733871983	0.017517939109627328	0.01271415873733567	0.006339029864284929	0.00773237523018855	0.003011629605436275
12:106814015-106826945:+	61.79472367724388	22.65931575657088	36.682380442332565	4.197207303372321	0.0	6.198530371588993	1.2358944735448776	0.4531863151314176	0.7336476088466513	0.08394414606744642	0.0	0.12397060743177986	272.1344561940163	104.48462265529906	149.42675562538412	5.596276404496428	0.0	5.5098047747457715	0.02280902323309153	0.008757406978065365	0.012524244038670985	0.0004690534242306835	0.0	0.00046180578113700705
